Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
Target,1002,2024-07-27,Southeast,Virginia,Richmond,Sprite,Sprite 1.5L,2.72,203,552.16,206.34,37.37
Target,1002,2024-07-27,Northeast,Massachusetts,Boston,Fanta,Fanta Orange 1.5L,2.24,310,694.4,275.95,39.74
Walmart,1001,2024-07-27,Southeast,Virginia,Richmond,Sprite,Sprite 1.5L,2.99,482,1441.18,376.44,26.12
Target,1002,2024-07-27,South,Georgia,Atlanta,Diet Coke,Diet Coke 33cl,2.15,584,1255.6,359.98,28.67
Walgreens,1006,2024-07-27,Midwest,Illinois,Chicago,Fanta,Fanta Orange 1.5L,3.32,492,1633.44,602.58,36.89
Target,1002,2024-07-27,West,Washington,Seattle,Diet Coke,Diet Coke 33cl,2.24,686,1536.64,594.07,38.66
Kroger,1003,2024-07-27,West,California,Los Angeles,Diet Coke,Diet Coke 1.5L,1.17,653,764.01,185.12,24.23
Walgreens,1006,2024-07-27,West,Arizona,Phoenix,Fanta,Fanta Orange 1.5L,1.11,589,653.79,267.27,40.88
Target,1002,2024-07-27,South,Texas,Houston,Dasani Water,Dasani 1L,1.24,611,757.64,294.12,38.82
CVS,1005,2024-07-28,Southeast,Tennessee,Nashville,Coca-Cola,Coca-Cola 1.5L,3.09,192,593.28,215.36,36.3
Walgreens,1006,2024-07-28,Southeast,North Carolina,Charlotte,Coca-Cola,Coca-Cola Classic 33cl,2.05,177,362.85,96.23,26.52
Walgreens,1006,2024-07-28,Midwest,Illinois,Chicago,Fanta,Fanta Orange 1.5L,1.71,384,656.64,269.68,41.07
Walmart,1001,2024-07-28,South,Texas,Houston,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.81,156,438.36,115.16,26.27
Walmart,1001,2024-07-28,Southeast,Tennessee,Nashville,Fanta,Fanta Orange 33cl,2.25,70,157.5,43.01,27.31
Target,1002,2024-07-28,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 1L,1.39,465,646.35,265.39,41.06
CVS,1005,2024-07-28,Southeast,Virginia,Richmond,Dasani Water,Dasani 50cl,3.43,243,833.49,240.71,28.88
Kroger,1003,2024-07-28,Midwest,Michigan,Detroit,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.06,145,298.7,121.6,40.71
Target,1002,2024-07-28,Northeast,New York,New York City,Powerade,Powerade Red 50cl,1.72,525,903.0,290.04,32.12
Kroger,1003,2024-07-29,Southeast,Virginia,Richmond,Sprite,Sprite 33cl,2.36,120,283.2,107.16,37.84
Costco,1004,2024-07-29,Southeast,Virginia,Richmond,Sprite,Sprite 33cl,2.54,162,411.48,88.06,21.4
Target,1002,2024-07-29,Northeast,Massachusetts,Boston,Coca-Cola,Coca-Cola Classic 33cl,2.17,900,1953.0,671.64,34.39
CVS,1005,2024-07-29,West,Arizona,Phoenix,Dasani Water,Dasani 1L,1.21,260,314.6,95.36,30.31
Walmart,1001,2024-07-29,Northeast,New York,New York City,Powerade,Powerade Red 50cl,1.94,385,746.9,273.81,36.66
Costco,1004,2024-07-30,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 50cl,2.5,225,562.5,161.94,28.79
CVS,1005,2024-07-30,Northeast,Pennsylvania,Philadelphia,Diet Coke,Diet Coke 33cl,3.38,406,1372.28,439.13,32.0
Walmart,1001,2024-07-30,Midwest,Illinois,Chicago,Fanta,Fanta Orange 1.5L,2.89,248,716.72,256.3,35.76
Walmart,1001,2024-07-30,South,Texas,Houston,Coca-Cola,Coca-Cola 2L,1.95,731,1425.45,525.71,36.88
Walmart,1001,2024-07-30,Southeast,Virginia,Richmond,Fanta,Fanta Orange 1.5L,2.38,64,152.32,56.66,37.2
Walgreens,1006,2024-07-30,West,Arizona,Phoenix,Coca-Cola,Coca-Cola 1.5L,1.4,600,840.0,304.0,36.19
Walmart,1001,2024-07-30,West,Washington,Seattle,Sprite,Sprite 33cl,1.07,672,719.04,263.02,36.58
Kroger,1003,2024-07-31,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 33cl,3.47,534,1852.98,769.91,41.55
Walmart,1001,2024-07-31,Midwest,Illinois,Chicago,Diet Coke,Diet Coke 1.5L,2.1,319,669.9,223.48,33.36
Walmart,1001,2024-07-31,South,Texas,Houston,Powerade,Powerade Blue 50cl,1.39,87,120.93,43.56,36.02
Walgreens,1006,2024-07-31,Midwest,Illinois,Chicago,Powerade,Powerade Blue 50cl,2.4,362,868.8,228.93,26.35
Costco,1004,2024-07-31,Northeast,Massachusetts,Boston,Dasani Water,Dasani 50cl,2.89,333,962.37,392.26,40.76
Walgreens,1006,2024-07-31,Midwest,Illinois,Chicago,Coca-Cola,Coca-Cola 1.5L,1.46,603,880.38,317.38,36.05
Walgreens,1006,2024-07-31,Northeast,Massachusetts,Boston,Dasani Water,Dasani 50cl,3.39,203,688.17,256.14,37.22
Kroger,1003,2024-07-31,Southeast,Tennessee,Nashville,Coca-Cola Zero Sugar,Coke Zero 33cl,3.37,163,549.31,196.54,35.78
Walgreens,1006,2024-08-01,West,Arizona,Phoenix,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.31,595,1374.45,365.47,26.59
Target,1002,2024-08-01,Southeast,Virginia,Richmond,Coca-Cola,Coca-Cola 1.5L,1.04,587,610.48,130.52,21.38
Walmart,1001,2024-08-01,West,Washington,Seattle,Coca-Cola Zero Sugar,Coke Zero 33cl,3.11,692,2152.12,727.2,33.79
Kroger,1003,2024-08-01,Northeast,New York,New York City,Fanta,Fanta Orange 33cl,2.96,140,414.4,92.08,22.22
Kroger,1003,2024-08-01,Midwest,Michigan,Detroit,Diet Coke,Diet Coke 1.5L,2.72,360,979.2,399.22,40.77
Walgreens,1006,2024-08-01,West,Washington,Seattle,Powerade,Powerade Red 50cl,0.8,172,137.6,42.28,30.73
Target,1002,2024-08-01,West,Arizona,Phoenix,Fanta,Fanta Orange 33cl,2.49,593,1476.57,492.29,33.34
Costco,1004,2024-08-01,South,Georgia,Atlanta,Diet Coke,Diet Coke 33cl,2.37,382,905.34,231.86,25.61
Walgreens,1006,2024-08-01,Midwest,Illinois,Chicago,Coca-Cola,Coca-Cola 2L,2.46,482,1185.72,324.65,27.38
Walmart,1001,2024-08-01,West,Washington,Seattle,Coca-Cola,Coca-Cola 1.5L,2.75,364,1001.0,231.23,23.1
CVS,1005,2024-08-01,West,California,Los Angeles,Coca-Cola Zero Sugar,Coke Zero 33cl,1.23,380,467.4,164.95,35.29
CVS,1005,2024-08-02,Northeast,New York,New York City,Dasani Water,Dasani 50cl,1.83,288,527.04,142.62,27.06
Target,1002,2024-08-02,Southeast,Virginia,Richmond,Powerade,Powerade Blue 50cl,1.21,439,531.19,145.97,27.48
Target,1002,2024-08-03,Southeast,Virginia,Richmond,Coca-Cola Zero Sugar,Coke Zero 33cl,3.18,586,1863.48,653.9,35.09
Kroger,1003,2024-08-03,Midwest,Illinois,Chicago,Sprite,Sprite 1.5L,2.09,220,459.8,159.04,34.59
Costco,1004,2024-08-03,Southeast,Tennessee,Nashville,Diet Coke,Diet Coke 33cl,3.03,646,1957.38,722.08,36.89
Walgreens,1006,2024-08-03,Northeast,Pennsylvania,Philadelphia,Dasani Water,Dasani 50cl,1.96,110,215.6,89.93,41.71
Walgreens,1006,2024-08-03,Midwest,Ohio,Columbus,Powerade,Powerade Red 50cl,2.79,73,203.67,51.69,25.38
Target,1002,2024-08-03,Northeast,Massachusetts,Boston,Coca-Cola Zero Sugar,Coke Zero 33cl,0.8,564,451.2,163.06,36.14
CVS,1005,2024-08-03,Northeast,New York,New York City,Diet Coke,Diet Coke 1.5L,1.06,597,632.82,128.91,20.37
Walgreens,1006,2024-08-04,West,Washington,Seattle,Diet Coke,Diet Coke 1.5L,1.37,177,242.49,53.23,21.95
Kroger,1003,2024-08-04,South,Florida,Miami,Dasani Water,Dasani 50cl,2.11,113,238.43,96.87,40.63
Walmart,1001,2024-08-04,Northeast,New York,New York City,Coca-Cola Zero Sugar,Coke Zero 33cl,3.29,514,1691.06,676.25,39.99
Walmart,1001,2024-08-04,Southeast,North Carolina,Charlotte,Sprite,Sprite 33cl,2.68,127,340.36,130.29,38.28
Walmart,1001,2024-08-04,South,Texas,Houston,Coca-Cola Zero Sugar,Coke Zero 33cl,1.63,98,159.74,61.16,38.29
Target,1002,2024-08-04,Southeast,Tennessee,Nashville,Sprite,Sprite 1.5L,2.94,248,729.12,207.43,28.45
Costco,1004,2024-08-04,Northeast,Massachusetts,Boston,Fanta,Fanta Orange 33cl,3.39,68,230.52,53.25,23.1
CVS,1005,2024-08-04,West,Arizona,Phoenix,Powerade,Powerade Red 50cl,2.31,233,538.23,208.19,38.68
Walmart,1001,2024-08-04,South,Georgia,Atlanta,Coca-Cola,Coca-Cola 2L,2.9,518,1502.2,342.2,22.78
Walgreens,1006,2024-08-05,Northeast,Pennsylvania,Philadelphia,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.31,650,2151.5,482.15,22.41
CVS,1005,2024-08-05,Northeast,Pennsylvania,Philadelphia,Powerade,Powerade Red 50cl,3.4,366,1244.4,354.9,28.52
Costco,1004,2024-08-06,Southeast,Virginia,Richmond,Dasani Water,Dasani 50cl,3.2,120,384.0,155.83,40.58
CVS,1005,2024-08-06,Midwest,Illinois,Chicago,Diet Coke,Diet Coke 33cl,2.81,187,525.47,196.63,37.42
Kroger,1003,2024-08-06,West,California,Los Angeles,Fanta,Fanta Orange 1.5L,2.56,267,683.52,170.81,24.99
Walmart,1001,2024-08-06,Southeast,Virginia,Richmond,Powerade,Powerade Red 50cl,2.47,402,992.94,198.79,20.02
Kroger,1003,2024-08-06,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 1L,2.46,383,942.18,238.65,25.33
Costco,1004,2024-08-06,Midwest,Michigan,Detroit,Powerade,Powerade Blue 50cl,1.09,811,883.99,271.03,30.66
Costco,1004,2024-08-06,Southeast,North Carolina,Charlotte,Dasani Water,Dasani 50cl,2.59,63,163.17,40.63,24.9
CVS,1005,2024-08-06,Midwest,Illinois,Chicago,Dasani Water,Dasani 50cl,3.04,168,510.72,180.44,35.33
Walgreens,1006,2024-08-06,West,California,Los Angeles,Dasani Water,Dasani 1L,2.69,374,1006.06,359.87,35.77
CVS,1005,2024-08-07,West,Arizona,Phoenix,Coca-Cola Zero Sugar,Coke Zero 33cl,1.76,224,394.24,87.44,22.18
Walgreens,1006,2024-08-07,Northeast,Massachusetts,Boston,Diet Coke,Diet Coke 33cl,2.7,207,558.9,215.01,38.47
Costco,1004,2024-08-07,South,Florida,Miami,Powerade,Powerade Blue 50cl,0.95,285,270.75,57.78,21.34
Walmart,1001,2024-08-07,South,Texas,Houston,Powerade,Powerade Red 50cl,2.61,456,1190.16,313.37,26.33
Costco,1004,2024-08-07,Midwest,Ohio,Columbus,Fanta,Fanta Orange 1.5L,2.3,283,650.9,177.83,27.32
Walgreens,1006,2024-08-07,Southeast,Tennessee,Nashville,Coca-Cola,Coca-Cola 1.5L,2.24,786,1760.64,648.27,36.82
Walgreens,1006,2024-08-07,Midwest,Michigan,Detroit,Coca-Cola,Coca-Cola 1.5L,1.5,819,1228.5,349.88,28.48
Walgreens,1006,2024-08-07,Northeast,Massachusetts,Boston,Dasani Water,Dasani 50cl,1.96,111,217.56,70.66,32.48
Walmart,1001,2024-08-08,West,Arizona,Phoenix,Diet Coke,Diet Coke 1.5L,1.67,221,369.07,128.77,34.89
Target,1002,2024-08-08,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 33cl,3.35,332,1112.2,429.64,38.63
Costco,1004,2024-08-08,Northeast,Pennsylvania,Philadelphia,Powerade,Powerade Blue 50cl,1.86,324,602.64,176.94,29.36
Walgreens,1006,2024-08-08,South,Texas,Houston,Fanta,Fanta Orange 33cl,1.22,548,668.56,187.93,28.11
Walgreens,1006,2024-08-08,Midwest,Ohio,Columbus,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.39,397,948.83,205.8,21.69
Costco,1004,2024-08-08,South,Florida,Miami,Coca-Cola Zero Sugar,Coke Zero 33cl,3.47,312,1082.64,224.65,20.75
Walgreens,1006,2024-08-08,Midwest,Ohio,Columbus,Coca-Cola,Coca-Cola 2L,2.61,215,561.15,141.41,25.2
Walmart,1001,2024-08-08,Southeast,Tennessee,Nashville,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.07,378,404.46,96.87,23.95
Costco,1004,2024-08-08,Southeast,Virginia,Richmond,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.46,188,274.48,84.54,30.8
Costco,1004,2024-08-08,South,Georgia,Atlanta,Dasani Water,Dasani 1L,2.56,132,337.92,110.13,32.59
Kroger,1003,2024-08-08,Southeast,Tennessee,Nashville,Fanta,Fanta Orange 1.5L,3.39,623,2111.97,527.78,24.99
Walgreens,1006,2024-08-09,West,California,Los Angeles,Dasani Water,Dasani 50cl,1.41,257,362.37,102.08,28.17
Walgreens,1006,2024-08-09,Northeast,Massachusetts,Boston,Coca-Cola,Coca-Cola 2L,3.18,159,505.62,183.09,36.21
Costco,1004,2024-08-09,Midwest,Michigan,Detroit,Sprite,Sprite 33cl,2.3,368,846.4,254.17,30.03
Kroger,1003,2024-08-09,Midwest,Michigan,Detroit,Powerade,Powerade Blue 50cl,2.98,609,1814.82,595.08,32.79
Walmart,1001,2024-08-09,South,Texas,Houston,Powerade,Powerade Red 50cl,2.71,490,1327.9,380.18,28.63
CVS,1005,2024-08-09,West,Arizona,Phoenix,Coca-Cola,Coca-Cola Classic 33cl,2.28,620,1413.6,486.42,34.41
Kroger,1003,2024-08-09,South,Texas,Houston,Dasani Water,Dasani 1L,0.82,173,141.86,58.9,41.52
Kroger,1003,2024-08-09,West,Arizona,Phoenix,Dasani Water,Dasani 50cl,1.24,175,217.0,90.68,41.79
Kroger,1003,2024-08-09,Midwest,Ohio,Columbus,Sprite,Sprite 33cl,1.68,384,645.12,171.15,26.53
CVS,1005,2024-08-10,Northeast,Massachusetts,Boston,Sprite,Sprite 1.5L,2.9,364,1055.6,279.63,26.49
Costco,1004,2024-08-10,Southeast,Tennessee,Nashville,Coca-Cola,Coca-Cola Classic 33cl,2.46,567,1394.82,525.15,37.65
Target,1002,2024-08-10,Southeast,Virginia,Richmond,Coca-Cola Zero Sugar,Coke Zero 33cl,1.54,459,706.86,187.88,26.58
CVS,1005,2024-08-10,Midwest,Michigan,Detroit,Coca-Cola,Coca-Cola Classic 33cl,1.92,571,1096.32,381.52,34.8
Target,1002,2024-08-10,Midwest,Ohio,Columbus,Diet Coke,Diet Coke 33cl,0.87,526,457.62,157.15,34.34
CVS,1005,2024-08-10,Northeast,Massachusetts,Boston,Powerade,Powerade Blue 50cl,1.01,184,185.84,38.15,20.53
CVS,1005,2024-08-10,Midwest,Illinois,Chicago,Coca-Cola,Coca-Cola 2L,1.6,608,972.8,399.82,41.1
Costco,1004,2024-08-10,Midwest,Michigan,Detroit,Dasani Water,Dasani 50cl,1.62,291,471.42,186.16,39.49
Walmart,1001,2024-08-10,Northeast,New York,New York City,Powerade,Powerade Blue 50cl,3.23,811,2619.53,620.57,23.69
Target,1002,2024-08-10,Southeast,Virginia,Richmond,Sprite,Sprite 1.5L,1.81,368,666.08,273.63,41.08
Kroger,1003,2024-08-10,West,Washington,Seattle,Dasani Water,Dasani 1L,1.38,528,728.64,305.08,41.87
Kroger,1003,2024-08-10,Southeast,Tennessee,Nashville,Dasani Water,Dasani 1L,2.21,239,528.19,108.33,20.51
CVS,1005,2024-08-10,Northeast,Pennsylvania,Philadelphia,Powerade,Powerade Red 50cl,2.72,355,965.6,331.68,34.35
Walmart,1001,2024-08-11,West,California,Los Angeles,Dasani Water,Dasani 1L,0.81,99,80.19,32.78,40.88
Costco,1004,2024-08-11,Midwest,Ohio,Columbus,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.05,774,1586.7,357.64,22.54
Costco,1004,2024-08-11,West,California,Los Angeles,Dasani Water,Dasani 50cl,3.4,584,1985.6,596.28,30.03
Walgreens,1006,2024-08-11,South,Florida,Miami,Diet Coke,Diet Coke 1.5L,1.81,580,1049.8,329.01,31.34
Walmart,1001,2024-08-12,West,Washington,Seattle,Diet Coke,Diet Coke 1.5L,2.73,225,614.25,149.2,24.29
Costco,1004,2024-08-12,South,Texas,Houston,Coca-Cola,Coca-Cola 1.5L,1.85,520,962.0,396.82,41.25
Target,1002,2024-08-12,Midwest,Illinois,Chicago,Fanta,Fanta Orange 1.5L,2.79,294,820.26,240.83,29.36
Target,1002,2024-08-12,West,Arizona,Phoenix,Coca-Cola Zero Sugar,Coke Zero 33cl,1.91,407,777.37,312.11,40.15
Walgreens,1006,2024-08-12,South,Texas,Houston,Coca-Cola,Coca-Cola 2L,2.81,890,2500.9,687.0,27.47
CVS,1005,2024-08-12,Southeast,Tennessee,Nashville,Diet Coke,Diet Coke 33cl,1.98,52,102.96,35.98,34.95
Costco,1004,2024-08-12,West,California,Los Angeles,Diet Coke,Diet Coke 1.5L,1.57,572,898.04,197.48,21.99
CVS,1005,2024-08-12,Midwest,Illinois,Chicago,Coca-Cola,Coca-Cola 1.5L,1.35,397,535.95,149.26,27.85
Target,1002,2024-08-13,South,Texas,Houston,Diet Coke,Diet Coke 33cl,2.66,135,359.1,87.73,24.43
CVS,1005,2024-08-13,Northeast,New York,New York City,Diet Coke,Diet Coke 1.5L,0.87,438,381.06,104.52,27.43
CVS,1005,2024-08-13,West,California,Los Angeles,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.43,197,478.71,106.27,22.2
CVS,1005,2024-08-13,Midwest,Michigan,Detroit,Coca-Cola,Coca-Cola 1.5L,1.71,740,1265.4,421.0,33.27
Target,1002,2024-08-13,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.2,111,355.2,111.92,31.51
Costco,1004,2024-08-13,Midwest,Ohio,Columbus,Powerade,Powerade Blue 50cl,2.78,65,180.7,69.08,38.23
CVS,1005,2024-08-13,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 33cl,1.58,572,903.76,349.85,38.71
Target,1002,2024-08-13,Northeast,Massachusetts,Boston,Powerade,Powerade Red 50cl,2.03,469,952.07,391.49,41.12
Target,1002,2024-08-13,Midwest,Michigan,Detroit,Sprite,Sprite 1.5L,2.15,166,356.9,93.76,26.27
Kroger,1003,2024-08-13,Northeast,Massachusetts,Boston,Sprite,Sprite 33cl,3.37,495,1668.15,475.59,28.51
Walgreens,1006,2024-08-13,West,Arizona,Phoenix,Diet Coke,Diet Coke 1.5L,3.11,352,1094.72,221.35,20.22
Costco,1004,2024-08-14,West,Arizona,Phoenix,Diet Coke,Diet Coke 1.5L,2.64,561,1481.04,380.33,25.68
Target,1002,2024-08-14,Midwest,Illinois,Chicago,Powerade,Powerade Red 50cl,1.79,667,1193.93,411.43,34.46
Kroger,1003,2024-08-14,Midwest,Illinois,Chicago,Dasani Water,Dasani 50cl,3.29,354,1164.66,394.12,33.84
Walgreens,1006,2024-08-14,West,Arizona,Phoenix,Coca-Cola,Coca-Cola Classic 33cl,1.54,88,135.52,53.8,39.7
CVS,1005,2024-08-14,South,Florida,Miami,Diet Coke,Diet Coke 1.5L,2.84,163,462.92,152.58,32.96
Walmart,1001,2024-08-15,Southeast,Virginia,Richmond,Coca-Cola Zero Sugar,Coke Zero 33cl,2.76,314,866.64,325.08,37.51
Walmart,1001,2024-08-15,Midwest,Ohio,Columbus,Fanta,Fanta Orange 33cl,0.82,556,455.92,117.49,25.77
Target,1002,2024-08-15,Southeast,North Carolina,Charlotte,Sprite,Sprite 1.5L,3.29,451,1483.79,502.86,33.89
Target,1002,2024-08-15,West,Arizona,Phoenix,Coca-Cola Zero Sugar,Coke Zero 33cl,1.4,416,582.4,139.14,23.89
Walgreens,1006,2024-08-15,Midwest,Michigan,Detroit,Dasani Water,Dasani 1L,1.64,382,626.48,260.87,41.64
Target,1002,2024-08-15,West,Arizona,Phoenix,Coca-Cola,Coca-Cola 1.5L,3.3,338,1115.4,466.46,41.82
Costco,1004,2024-08-15,Southeast,Virginia,Richmond,Powerade,Powerade Red 50cl,1.17,392,458.64,109.43,23.86
Walmart,1001,2024-08-15,West,California,Los Angeles,Coca-Cola Zero Sugar,Coke Zero 33cl,1.25,431,538.75,189.26,35.13
Target,1002,2024-08-15,Southeast,Virginia,Richmond,Powerade,Powerade Blue 50cl,2.44,482,1176.08,411.16,34.96
Target,1002,2024-08-15,Midwest,Ohio,Columbus,Sprite,Sprite 1.5L,2.96,814,2409.44,1009.8,41.91
Costco,1004,2024-08-16,Northeast,Pennsylvania,Philadelphia,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.94,179,347.26,71.36,20.55
Walgreens,1006,2024-08-16,West,Washington,Seattle,Coca-Cola Zero Sugar,Coke Zero 33cl,3.14,70,219.8,81.77,37.2
Costco,1004,2024-08-16,Southeast,Tennessee,Nashville,Sprite,Sprite 1.5L,3.25,383,1244.75,271.23,21.79
Costco,1004,2024-08-16,West,Washington,Seattle,Coca-Cola,Coca-Cola 2L,2.46,358,880.68,334.22,37.95
Target,1002,2024-08-16,Southeast,North Carolina,Charlotte,Powerade,Powerade Red 50cl,1.12,58,64.96,14.13,21.75
Costco,1004,2024-08-16,Southeast,North Carolina,Charlotte,Diet Coke,Diet Coke 1.5L,2.84,434,1232.56,457.4,37.11
Kroger,1003,2024-08-17,West,California,Los Angeles,Sprite,Sprite 1.5L,0.95,465,441.75,110.57,25.03
Costco,1004,2024-08-17,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.07,101,310.07,126.85,40.91
Costco,1004,2024-08-17,West,California,Los Angeles,Coca-Cola,Coca-Cola Classic 33cl,1.22,564,688.08,181.72,26.41
Costco,1004,2024-08-17,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 33cl,1.06,209,221.54,58.09,26.22
Kroger,1003,2024-08-17,Northeast,New York,New York City,Diet Coke,Diet Coke 1.5L,2.4,439,1053.6,335.26,31.82
CVS,1005,2024-08-17,West,Washington,Seattle,Dasani Water,Dasani 50cl,2.25,330,742.5,224.09,30.18
Walgreens,1006,2024-08-17,South,Texas,Houston,Powerade,Powerade Red 50cl,1.66,411,682.26,275.7,40.41
CVS,1005,2024-08-17,South,Georgia,Atlanta,Powerade,Powerade Blue 50cl,1.7,354,601.8,216.05,35.9
Walmart,1001,2024-08-17,West,Washington,Seattle,Diet Coke,Diet Coke 1.5L,2.38,418,994.84,272.49,27.39
Walmart,1001,2024-08-17,South,Georgia,Atlanta,Diet Coke,Diet Coke 1.5L,0.9,272,244.8,84.9,34.68
Kroger,1003,2024-08-17,South,Texas,Houston,Fanta,Fanta Orange 33cl,3.01,248,746.48,172.66,23.13
Walgreens,1006,2024-08-17,West,Arizona,Phoenix,Fanta,Fanta Orange 33cl,2.06,273,562.38,212.92,37.86
Kroger,1003,2024-08-18,Midwest,Illinois,Chicago,Powerade,Powerade Blue 50cl,2.69,566,1522.54,629.11,41.32
Costco,1004,2024-08-18,South,Florida,Miami,Coca-Cola Zero Sugar,Coke Zero 1.5L,2.76,323,891.48,215.11,24.13
Kroger,1003,2024-08-18,South,Florida,Miami,Sprite,Sprite 33cl,2.88,232,668.16,142.18,21.28
Target,1002,2024-08-18,Northeast,New York,New York City,Dasani Water,Dasani 50cl,2.33,610,1421.3,529.43,37.25
Walgreens,1006,2024-08-18,West,Washington,Seattle,Coca-Cola Zero Sugar,Coke Zero 33cl,1.07,539,576.73,224.87,38.99
Kroger,1003,2024-08-18,West,California,Los Angeles,Coca-Cola Zero Sugar,Coke Zero 1.5L,1.41,424,597.84,176.72,29.56
Target,1002,2024-08-18,West,California,Los Angeles,Coca-Cola,Coca-Cola Classic 33cl,2.48,291,721.68,275.32,38.15
Costco,1004,2024-08-18,Northeast,New York,New York City,Coca-Cola,Coca-Cola 2L,1.5,179,268.5,84.34,31.41
CVS,1005,2024-08-18,Midwest,Illinois,Chicago,Diet Coke,Diet Coke 1.5L,1.44,220,316.8,84.11,26.55
Target,1002,2024-08-18,West,Washington,Seattle,Coca-Cola,Coca-Cola 1.5L,1.32,289,381.48,113.91,29.86
Walgreens,1006,2024-08-18,South,Florida,Miami,Fanta,Fanta Orange 33cl,1.73,348,602.04,142.86,23.73
Target,1002,2024-08-19,Midwest,Michigan,Detroit,Sprite,Sprite 1.5L,0.92,313,287.96,83.36,28.95
Walgreens,1006,2024-08-19,West,Arizona,Phoenix,Dasani Water,Dasani 1L,3.02,347,1047.94,296.88,28.33
CVS,1005,2024-08-19,Midwest,Ohio,Columbus,Powerade,Powerade Red 50cl,1.61,509,819.49,324.93,39.65
Target,1002,2024-08-19,Midwest,Michigan,Detroit,Powerade,Powerade Red 50cl,2.72,875,2380.0,539.78,22.68
Walgreens,1006,2024-08-19,South,Florida,Miami,Diet Coke,Diet Coke 1.5L,2.86,921,2634.06,666.68,25.31
CVS,1005,2024-08-19,Southeast,Virginia,Richmond,Coca-Cola,Coca-Cola Classic 33cl,2.4,243,583.2,130.23,22.33
Target,1002,2024-08-19,Midwest,Illinois,Chicago,Sprite,Sprite 1.5L,1.91,295,563.45,219.35,38.93
Costco,1004,2024-08-20,West,Washington,Seattle,Sprite,Sprite 33cl,2.08,501,1042.08,435.9,41.83
Costco,1004,2024-08-20,Midwest,Michigan,Detroit,Diet Coke,Diet Coke 33cl,2.69,479,1288.51,524.29,40.69
Kroger,1003,2024-08-20,Northeast,Pennsylvania,Philadelphia,Fanta,Fanta Orange 1.5L,2.12,488,1034.56,337.68,32.64
CVS,1005,2024-08-20,South,Georgia,Atlanta,Dasani Water,Dasani 1L,2.75,565,1553.75,457.89,29.47
CVS,1005,2024-08-20,Northeast,New York,New York City,Dasani Water,Dasani 50cl,2.24,412,922.88,297.63,32.25
Costco,1004,2024-08-20,Midwest,Illinois,Chicago,Coca-Cola Zero Sugar,Coke Zero 1.5L,3.29,440,1447.6,398.96,27.56
CVS,1005,2024-08-20,West,California,Los Angeles,Powerade,Powerade Red 50cl,2.23,110,245.3,63.31,25.81
Costco,1004,2024-08-21,West,California,Los Angeles,Powerade,Powerade Red 50cl,3.38,568,1919.84,543.12,28.29
Costco,1004,2024-08-21,Midwest,Illinois,Chicago,Coca-Cola,Coca-Cola 1.5L,3.47,537,1863.39,727.47,39.04
Costco,1004,2024-08-21,West,Arizona,Phoenix,Dasani Water,Dasani 1L,2.15,139,298.85,111.23,37.22
CVS,1005,2024-08-21,Southeast,North Carolina,Charlotte,Powerade,Powerade Blue 50cl,3.04,335,1018.4,375.18,36.84
Kroger,1003,2024-08-21,Southeast,Tennessee,Nashville,Sprite,Sprite 1.5L,3.4,407,1383.8,579.81,41.9
Costco,1004,2024-08-21,West,Arizona,Phoenix,Coca-Cola,Coca-Cola 2L,2.26,272,614.72,237.16,38.58
Costco,1004,2024-08-21,South,Florida,Miami,Powerade,Powerade Red 50cl,2.29,693,1586.97,471.81,29.73
Walmart,1001,2024-08-21,South,Texas,Houston,Powerade,Powerade Blue 50cl,1.63,639,1041.57,357.99,34.37
Walgreens,1006,2024-08-21,Northeast,New York,New York City,Coca-Cola,Coca-Cola 2L,1.12,100,112.0,37.89,33.83
Kroger,1003,2024-08-21,Midwest,Ohio,Columbus,Fanta,Fanta Orange 1.5L,3.21,192,616.32,166.53,27.02
CVS,1005,2024-08-22,Midwest,Ohio,Columbus,Diet Coke,Diet Coke 33cl,1.49,402,598.98,212.82,35.53
CVS,1005,2024-08-22,Midwest,Michigan,Detroit,Dasani Water,Dasani 1L,1.74,352,612.48,140.5,22.94
